mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index
11821,gdb_11928,[H]N1[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]12C#N,C1,1,1,0.6900000000000001,pymatgen,8.0
11822,gdb_11929,[H]C#C[C@]12O[C@@]1(C([H])([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11823,gdb_11930,[H]C([H])([H])[C@@]12O[C@]1(C#N)C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11824,gdb_11931,[H]N([H])[C@@]12C([H])([H])N([H])[C@]1(C#N)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11825,gdb_11932,[H]N([H])[C@@]12C([H])([H])O[C@]1(C#N)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11826,gdb_11933,[H]C#C[C@]12C([H])([H])C([H])([H])[C@@]1(O[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11827,gdb_11934,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1(C#N)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11828,gdb_11935,[H]C#C[C@]12N([H])C([H])([H])[C@@]1(O[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11829,gdb_11936,[H]O[C@@]12C([H])([H])N([H])[C@]1(C#N)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11830,gdb_11937,[H]C#C[C@]12OC([H])([H])[C@@]1(O[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11831,gdb_11938,[H]O[C@@]12C([H])([H])O[C@]1(C#N)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.7
11832,gdb_11939,[H]C(=O)[C@]12C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11833,gdb_11940,[H]C(=O)[C@]12C([H])([H])O[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11834,gdb_11941,[H]C(=O)[C@]12OC([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11835,gdb_11942,[H]C(=O)[C@]12N([H])[C@@]1(C([H])([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11836,gdb_11943,[H]C(=O)[C@]12O[C@@]1(C([H])([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11837,gdb_11944,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1(C([H])=O)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11838,gdb_11945,[H]O[C@@]12C([H])([H])N([H])[C@]1(C([H])=O)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11839,gdb_11946,[H]O[C@@]12C([H])([H])O[C@]1(C([H])=O)C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11840,gdb_11947,[H]OC([H])([H])[C@@]12C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11841,gdb_11948,[H]OC([H])([H])[C@@]12C([H])([H])O[C@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11842,gdb_11949,[H]OC([H])([H])[C@@]12OC([H])([H])[C@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11843,gdb_11950,[H]OC([H])([H])[C@@]12N([H])[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11844,gdb_11951,[H]OC([H])([H])[C@@]12O[C@]1(C([H])([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11845,gdb_11952,[H]C([H])([H])C([H])([H])[C@]12C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11846,gdb_11953,[H]C([H])([H])C([H])([H])[C@]12OC([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11847,gdb_11954,[H]C([H])([H])C([H])([H])[C@]12C([H])([H])O[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11848,gdb_11955,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1(C([H])([H])C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11849,gdb_11956,[H]O[C@@]12C([H])([H])O[C@]1(C([H])([H])C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11850,gdb_11957,[H]C([H])([H])C([H])([H])[C@]12O[C@@]1(C([H])([H])[H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11851,gdb_11958,[H]C([H])([H])O[C@]12C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11852,gdb_11959,[H]C([H])([H])O[C@]12C([H])([H])O[C@@]1(C([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11853,gdb_11960,[H]O[C@@]12C([H])([H])C([H])([H])[C@]1(OC([H])([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11854,gdb_11961,[H]OC([H])([H])[C@]12C([H])([H])C([H])([H])[C@@]1(O[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11855,gdb_11962,[H]OC([H])([H])[C@]12OC([H])([H])[C@@]1(O[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11856,gdb_11963,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11857,gdb_11964,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11858,gdb_11965,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC12C([H])([H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.32
11859,gdb_11966,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C12C([H])([H])C2([H])[H],Cs,2,1,0.73,pymatgen,8.32
11860,gdb_11967,[H]N1C([H])([H])[C@@]12C([H])([H])OC2(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11861,gdb_11968,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@]12OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11862,gdb_11969,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11863,gdb_11970,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12N([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11864,gdb_11971,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]12OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11865,gdb_11972,[H]O[C@]1(C([H])([H])[H])C([H])([H])OC12C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11866,gdb_11973,[H]C([H])([H])C1(C([H])([H])[H])C(=O)[C@]2([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11868,gdb_11975,[H]N1[C@@]2([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11869,gdb_11976,[H]C([H])([H])C1(C([H])([H])[H])C(=O)[C@]2([H])O[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11870,gdb_11977,[H]C([H])([H])C1(C([H])([H])[H])C(=O)[C@@]2([H])[N@@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11871,gdb_11978,[H]O[C@@]1(C([H])([H])[H])C(=O)[C@]2([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11872,gdb_11979,[H][N-][C@H]1[N@@H+]2C([H])([H])[C@]2([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11874,gdb_11981,[H]O[C@@]1(C([H])([H])[H])C(=O)[C@]2([H])N([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11875,gdb_11982,[H]O[C@@]1(C([H])([H])[H])C(=O)[C@]2([H])O[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11876,gdb_11983,[H]O[C@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[N@@H+]2C([H])([H])[C@@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11877,gdb_11984,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11878,gdb_11985,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11879,gdb_11986,[H]O[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11880,gdb_11987,[H]O[C@]1([H])[C@]2([H])C([H])([H])[C@]2([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11881,gdb_11988,[H]O[C@]1([H])[C@]2([H])N([H])[C@]2([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11882,gdb_11989,[H]O[C@]1([H])[C@]2([H])O[C@]2([H])[C@]1(O[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11883,gdb_11990,[H]C([H])([H])C1(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11884,gdb_11991,[H]O[C@]1(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11885,gdb_11992,[H]O[C@@]1(C([H])([H])[H])[C@]2([H])N([H])[C@]2([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11886,gdb_11993,[H]C([H])([H])C1(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11887,gdb_11994,[H]O[C@@]1(C([H])([H])[H])[C@]2([H])O[C@]2([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11888,gdb_11995,[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])[N@H+](C2([H])[H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11889,gdb_11996,[H]O[C@@]1(C([H])([H])[H])[C@@]2([H])[N@H+](C2([H])[H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11890,gdb_11997,[H]C1=C([H])[C@@]2([H])C([H])([H])[C@@]2([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11891,gdb_11998,[H]C1=C([H])[C@@]2([H])N([H])[C@@]2([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11892,gdb_11999,[H]C1=C([H])[C@@]2([H])O[C@@]2([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11893,gdb_12000,[H]O[C@]1(C([H])([H])[H])C([H])=C([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11894,gdb_12001,[H]O[C@]1(C([H])([H])[H])C([H])=C([H])[C@@]2([H])N([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11895,gdb_12002,[H]O[C@]1(C([H])([H])[H])C([H])=C([H])[C@@]2([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11896,gdb_12003,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11897,gdb_12004,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11898,gdb_12005,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11899,gdb_12006,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11900,gdb_12007,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11901,gdb_12008,[H]N1[C@@]2([H])C(C([H])([H])[H])(C([H])([H])[H])OC([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11902,gdb_12009,[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11903,gdb_12010,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11904,gdb_12011,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11905,gdb_12012,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11906,gdb_12013,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11907,gdb_12014,[H]O[C@]1(C([H])([H])[H])C([H])([H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11908,gdb_12015,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11909,gdb_12016,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11910,gdb_12017,[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@@]1([H])[NH+]1C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11911,gdb_12018,[H]C([H])([H])C1(C([H])([H])[H])[N@H+](C2([H])C([H])([H])C2([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11912,gdb_12019,[H]N1C([H])([H])[C@]1([H])[C@]1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11913,gdb_12020,[H]N1C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11914,gdb_12021,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]1([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11915,gdb_12022,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11916,gdb_12023,[H]C([H])([H])C1(C([H])([H])[H])O[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11917,gdb_12024,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])C1([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11918,gdb_12025,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])[C@]1([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11919,gdb_12026,[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])[NH+]1C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11920,gdb_12027,[H]C#C[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11921,gdb_12028,[H]C([H])([H])[C@@]1(C#N)C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11922,gdb_12029,[H]C#C[C@@]1(C([H])([H])[H])[N@@H+]2C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11923,gdb_12030,[H]C1([H])[N@@H+]2[C@@]1([H])C([H])([H])[C@]2(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11924,gdb_12031,[H]C#C[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11925,gdb_12032,[H]N1[C@@]2([H])[C@@](C#N)(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11926,gdb_12033,[H]C#C[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11927,gdb_12034,[H]C([H])([H])[C@@]1(C#N)C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11928,gdb_12035,[H]C([H])([H])[C@@]1(C#N)C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11929,gdb_12036,[H]N1[C@@]2([H])C([H])([H])[C@@]2([H])[C@@]1(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11930,gdb_12037,[H]C#C[C@]1(C([H])([H])[H])O[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11931,gdb_12038,[H]C1([H])[C@]2([H])[C@@]1([H])O[C@]2(C#N)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11932,gdb_12039,[H]N([H])[C@@]1(C#N)C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11933,gdb_12040,[H]N([H])[C@@]1(C#N)C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11934,gdb_12041,[H]N([H])[C@@]1(C#N)C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11935,gdb_12042,[H]N([H])[C@@]1(C#N)C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11936,gdb_12043,[H]C#C[C@]1(O[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11937,gdb_12044,[H]O[C@@]1(C#N)C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11938,gdb_12045,[H]C#C[C@]1(O[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11939,gdb_12046,[H]O[C@@]1(C#N)C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11940,gdb_12047,[H]C#C[C@]1(O[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11941,gdb_12048,[H]O[C@@]1(C#N)C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.7
11942,gdb_12049,[H]C#C[C@]1(O[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11943,gdb_12050,[H]O[C@@]1(C#N)C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11944,gdb_12051,[H]C(=O)[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11945,gdb_12052,[H]C(=O)[C@@]1(C([H])([H])[H])[N@@H+]2C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11946,gdb_12053,[H]C(=O)[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11947,gdb_12054,[H]C(=O)[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11948,gdb_12055,[H]C(=O)[C@]1(C([H])([H])[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11949,gdb_12056,[H]C(=O)[C@]1(C([H])([H])[H])O[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11950,gdb_12057,[H]O[C@@]1(C([H])=O)C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11951,gdb_12058,[H]O[C@@]1(C([H])=O)C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,7.91
11952,gdb_12059,[H]O[C@@]1(C([H])=O)C([H])([H])[C@@]2([H])O[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,7.81
11953,gdb_12060,[H]O[C@@]1(C([H])=O)C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11954,gdb_12061,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11955,gdb_12062,[H]OC([H])([H])[C@@]1(C([H])([H])[H])[N@@H+]2C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11956,gdb_12063,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11957,gdb_12064,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11958,gdb_12065,[H]OC([H])([H])[C@]1(C([H])([H])[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11959,gdb_12066,[H]OC([H])([H])[C@]1(C([H])([H])[H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11960,gdb_12067,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11961,gdb_12068,[H]N1[C@@]2([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.39
11962,gdb_12069,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11963,gdb_12070,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11964,gdb_12071,[H]C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])O[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11965,gdb_12072,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11966,gdb_12073,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11967,gdb_12074,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11968,gdb_12075,[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11969,gdb_12076,[H]C([H])([H])O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11970,gdb_12077,[H]N1[C@@]2([H])[C@](OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.25
11971,gdb_12078,[H]C([H])([H])O[C@@]1(C([H])([H])[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11972,gdb_12079,[H]C([H])([H])O[C@@]1(C([H])([H])[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11973,gdb_12080,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])[C@@]2([H])C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11974,gdb_12081,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])[C@@]2([H])N([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.09
11975,gdb_12082,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])[C@@]2([H])O[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,8.0
11976,gdb_12083,[H]OC([H])([H])[C@@]1(O[H])C([H])([H])[N@H+]2C([H])([H])[C@]21[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11977,gdb_12084,[H]O[C@]1([H])C([H])([H])[C@]1([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11978,gdb_12085,[H]O[C@]1([H])C([H])([H])[C@]1([H])[C@@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.17
11979,gdb_12086,[H]C([H])([H])C1([C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.46
11980,gdb_12087,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])[C@]1(C([H])([H])[H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
11981,gdb_12088,[H]OC1([C@]2([H])C([H])([H])[C@]2([H])C([H])([H])[H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,8.32
