mol_index,id,smiles,point_group,order,max_rotation_order,confidence,method,assembly_index,source,success
2276,gdb_2292,[H]C([H])([H])C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2277,gdb_2293,[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2278,gdb_2294,[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2279,gdb_2295,[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2280,gdb_2296,[H]C([H])([H])OC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2281,gdb_2297,[H]C([H])([H])OC([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2282,gdb_2298,[H]C([H])([H])OC([H])([H])C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2283,gdb_2299,[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2284,gdb_2300,[H]OC([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2285,gdb_2301,[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2286,gdb_2302,[H]C([H])([H])C#C[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2287,gdb_2303,[H]O[C@]1([H])C([H])([H])[C@]1([H])C#CC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2288,gdb_2304,[H]C([H])([H])C#C[C@]1([H])[N@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2289,gdb_2305,[H]N1[C@]([H])(C#CC([H])([H])[H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2290,gdb_2306,[H]C([H])([H])C#C[C@@]1([H])O[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2291,gdb_2307,[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2292,gdb_2308,[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2293,gdb_2309,[H]C#CC([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2294,gdb_2310,[H]C([H])(C#N)[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2295,gdb_2311,[H]C#CC([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2296,gdb_2312,[H]N1[C@@]([H])(C([H])([H])C#N)[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2297,gdb_2313,[H]C#CC([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2298,gdb_2314,[H]C([H])(C#N)[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2299,gdb_2315,[H]C#CC([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2300,gdb_2316,[H]C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2301,gdb_2317,[H]C#CC([H])([H])[C@]1([H])C([H])([H])[C@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2302,gdb_2318,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C#N,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2303,gdb_2319,[H]C(=O)C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2304,gdb_2320,[H]C(=O)N([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2305,gdb_2321,[H]C(=O)O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2306,gdb_2322,[H]C(=O)C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2307,gdb_2323,[H]C(=O)C([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2308,gdb_2324,[H]C(=O)C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2309,gdb_2325,[H]C(=O)C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2310,gdb_2326,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2311,gdb_2327,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])N([H])C([H])=O,C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2312,gdb_2328,[H][N-][C+]([H])O[C@]1([H])C([H])([H])[C@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2313,gdb_2329,[H]O[C@@]1([H])C([H])([H])[C@@]1([H])OC([H])=O,C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2314,gdb_2330,[H]OC([H])([H])C([H])([H])[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2315,gdb_2331,[H]OC([H])([H])C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2316,gdb_2332,[H]OC([H])([H])C([H])([H])[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2317,gdb_2333,[H]OC([H])([H])C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2318,gdb_2334,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2319,gdb_2335,[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2320,gdb_2336,[H]C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2321,gdb_2337,[H]C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2322,gdb_2338,[H]C([H])([H])C([H])([H])C([H])([H])[N@H+]1C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2323,gdb_2339,[H]C([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2324,gdb_2340,[H]O[C@]1([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2325,gdb_2341,[H]OC([H])([H])C([H])([H])[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2326,gdb_2342,[H]C([H])([H])OC([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2327,gdb_2343,[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2328,gdb_2344,[H]C([H])([H])OC([H])([H])[C@]1([H])[N@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2329,gdb_2345,[H]N1[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])OC([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2330,gdb_2346,[H]C([H])([H])OC([H])([H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2331,gdb_2347,[H]OC([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2332,gdb_2348,[H]C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2333,gdb_2349,[H]C([H])([H])C(=O)[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2334,gdb_2350,[H]C([H])([H])C(=O)C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2335,gdb_2351,[H]C([H])([H])C(=O)N1C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2336,gdb_2352,[H]N([H])C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2337,gdb_2353,[H]N([H])C(=O)[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2338,gdb_2354,[H]N([H])C(=O)C1([H])C([H])([H])OC1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2339,gdb_2355,[H]N([H])C(=O)N1C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2340,gdb_2356,[H]OC(=O)[C@]1([H])N([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2341,gdb_2357,[H]OC(=O)C1([H])C([H])([H])N([H])C1([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2342,gdb_2358,[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2343,gdb_2359,[H]C([H])([H])C([H])(C([H])([H])[H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2344,gdb_2360,[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2345,gdb_2361,[H]O[C@]([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2346,gdb_2362,[H]O[C@]([H])(C([H])([H])[H])[C@]1([H])OC([H])([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2347,gdb_2363,[H]O[C@]([H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2348,gdb_2364,[H]C([H])([H])C([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2349,gdb_2365,[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2350,gdb_2366,[H]C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2351,gdb_2367,[H]C([H])([H])C([H])(C([H])([H])[H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2352,gdb_2368,[H]C([H])([H])C([H])([N@H+]1C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2353,gdb_2369,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2354,gdb_2370,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@@]1([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2355,gdb_2371,[H]O[C@]([H])(C([H])([H])[H])[C@]1([H])[N@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2356,gdb_2372,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])N([H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2357,gdb_2373,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2358,gdb_2374,[H]O[C@]1([H])C([H])([H])[C@]1([H])C(=O)C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2359,gdb_2375,[H]C([H])([H])C(=O)[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2360,gdb_2376,[H]N([H])C(=O)[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2361,gdb_2377,[H]C([H])([H])C(=O)N1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2362,gdb_2378,[H]N([H])C(=O)N1C([H])([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2363,gdb_2379,[H]N1[C@@]([H])(C(=O)C([H])([H])[H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2364,gdb_2380,[H]N([H])C(=O)[C@]1([H])N([H])[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2365,gdb_2381,[H]C([H])([H])C(=O)[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2366,gdb_2382,[H]N([H])C(=O)[C@]1([H])O[C@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2367,gdb_2383,[H]C([H])([H])C(=O)[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2368,gdb_2384,[H]N([H])C(=O)[C@@]1([H])[N@@H+](C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2369,gdb_2385,[H]O[C@]1([H])C([H])([H])[C@]1([H])C(=O)N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2370,gdb_2386,[H]OC(=O)[C@]1([H])C([H])([H])[C@]1([H])N([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2371,gdb_2387,[H]C1([H])C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])C2([H])[H],D2,2,2,0.73,pymatgen,3.0,assembly_theory_exact,True
2372,gdb_2388,[H]C1([H])OC2(C1([H])[H])C([H])([H])C([H])([H])C2([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2373,gdb_2389,[H]C1([H])OC([H])([H])C12C([H])([H])C([H])([H])C2([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2374,gdb_2390,[H]C1([H])OC2(C([H])([H])OC2([H])[H])C1([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
2375,gdb_2391,[H]C1([H])OC([H])([H])C12C([H])([H])OC2([H])[H],D2d,8,4,0.97,pymatgen,3.0,assembly_theory_exact,True
2376,gdb_2392,[H]C1([H])C([H])([H])C2(C1([H])[H])C([H])([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2377,gdb_2393,[H]C1([H])O[C@@]2(C1([H])[H])C([H])([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2378,gdb_2394,[H]C1([H])OC([H])([H])C12C([H])([H])[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2379,gdb_2395,[H]N1C2(C([H])([H])OC2([H])[H])[C@@]1([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2380,gdb_2396,[H]C1([H])C([H])([H])C2(O[C@]2([H])C([H])([H])[H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2381,gdb_2397,[H]C1([H])OC([H])([H])C12O[C@]2([H])C([H])([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2382,gdb_2398,[H]C([H])([H])[N@H+]1C([H])([H])C12C([H])([H])OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,6.0,assembly_theory_exact,True
2383,gdb_2399,[H]O[C@@]1([H])C([H])([H])C12C([H])([H])C([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2384,gdb_2400,[H]O[C@@]1([H])C([H])([H])[C@]12OC([H])([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2385,gdb_2401,[H]O[C@@]1([H])C([H])([H])C12C([H])([H])OC2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2386,gdb_2402,[H]C([H])([H])[C@]1([H])[C@@]2([H])C(=O)[C@]1([H])C2([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2387,gdb_2403,[H]N1[C@]2([H])C(=O)[C@@]1([H])[C@]2([H])C([H])([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2388,gdb_2404,[H]C([H])([H])[C@@]1([H])[C@@]2([H])O[C@]1([H])C2=O,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2389,gdb_2405,[H]C([H])([H])[N@@H+]1[C@]2([H])C(=O)[C@@]1([H])C2([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2390,gdb_2406,[H]O[C@]1([H])[C@@]2([H])C(=O)[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2391,gdb_2407,[H]O[C@]1([H])[C@@]2([H])C(=O)[C@]1([H])N2[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2392,gdb_2408,[H]O[C@@]1([H])[C@@]2([H])O[C@]1([H])C2=O,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2395,gdb_2413,[H]O[C@@]1([H])[C@@]2([H])[N@@H+](C([H])([H])[H])[C@]1([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2397,gdb_2415,[H]O[C@]1([H])[C@@]2([H])N([H])[C@]1([H])[C@]2([H])O[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2398,gdb_2416,[H]O[C@]1([H])[C@@]2([H])O[C@]1([H])[C@]2([H])O[H],C1,1,1,0.6900000000000001,pymatgen,3.0,assembly_theory_exact,True
2400,gdb_2418,[H]C([H])([H])[C@]12[N@@H+]3C([H])([H])[C@@]1([H])[C@]3([H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2401,gdb_2420,[H]C([H])([H])[C@]12C([H])([H])[N@@H+]3[C@@]1([H])C([H])([H])[C@@]32[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2402,gdb_2421,[H]N1[C@@]2([H])[C@]3([H])N([H])[C@@]2(C([H])([H])[H])[C@]13[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2403,gdb_2425,[H]C([H])([H])[C@@]12O[C@@]3([H])[C@]1([H])O[C@]32[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2405,gdb_2428,[H]O[C@]12C([H])([H])[N@@H+]3[C@@]1([H])C([H])([H])[C@@]32[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2406,gdb_2429,[H]C1([H])[C@]2([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]1([H])[C@]23[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2407,gdb_2430,[H]C([H])([H])[C@@]12[N@H+]3[C@@]([H])(C1([H])[H])C([H])([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2408,gdb_2431,[H]C1([H])[N@H+]2[C@@]3(C([H])([H])[H])C([H])([H])[C@]1([H])[C@@]23[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2409,gdb_2432,[H]C([H])([H])[C@@]12C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2410,gdb_2433,[H]C1([H])[N@@H+]2C([H])([H])[C@@]3(C([H])([H])[H])[C@]2([H])[C@@]13[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2411,gdb_2434,[H]C([H])([H])[C@@]12O[C@@]3([H])C([H])([H])[C@]1([H])[C@@]23[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2412,gdb_2435,[H]O[C@@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]1([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2413,gdb_2436,[H]O[C@@]12C([H])([H])[C@@]3([H])O[C@]1([H])[C@@]23[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2414,gdb_2437,[H]O[C@@]12C([H])([H])[N@H+]3C([H])([H])[C@]1([H])[C@]32[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2415,gdb_2438,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2416,gdb_2439,[H][C+]1[NH2+][C@]2([H])C([H])([H])[C@]([H])(O1)C2([H])[H],Cs,2,1,0.73,pymatgen,6.0,assembly_theory_exact,True
2417,gdb_2440,[H]C1=C([H])[C@]2([H])O[C@]([H])(C1([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2418,gdb_2441,[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
2419,gdb_2442,[H]C1([H])OC([H])([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2420,gdb_2443,[H]C1([H])O[C@]2([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2421,gdb_2444,[H]C1([H])O[C@]2([H])C([H])([H])[C@]([H])(O1)C2([H])[H],C2v,4,2,0.81,pymatgen,4.0,assembly_theory_exact,True
2422,gdb_2445,[H]C1([H])C([H])([H])[C@]2([H])O[C@]([H])(C1([H])[H])C2([H])[H],Cs,2,1,0.73,pymatgen,4.0,assembly_theory_exact,True
2423,gdb_2446,[H]C1([H])O[C@]2([H])C([H])([H])[N@H+](C1([H])[H])C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,4.0,assembly_theory_exact,True
2424,gdb_2447,[H]C1([H])OC([H])([H])[C@@]2([H])O[C@]1([H])C2([H])[H],Cs,2,1,0.73,pymatgen,3.0,assembly_theory_exact,True
2425,gdb_2448,[H][N-]C1O[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2426,gdb_2449,[H][N-]C1O[C@@]2([H])C([H])([H])[C@@]2([H])O1,Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2427,gdb_2450,[H]C1([H])C(=O)C([H])([H])[C@]2([H])C([H])([H])[C@]12[H],Cs,2,1,0.73,pymatgen,5.0,assembly_theory_exact,True
2428,gdb_2451,[H]N1C(=O)C([H])([H])[C@@]2([H])C([H])([H])[C@@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2429,gdb_2452,[H]C1([H])C(=O)O[C@]2([H])C([H])([H])[C@]12[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
2430,gdb_2453,[H]C1([H])C(=O)C([H])([H])[C@]2([H])[N@H+]1C2([H])[H],C1,1,1,0.6900000000000001,pymatgen,5.0,assembly_theory_exact,True
